From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is_Laundering
27,804B7DFA0,14463,81A2AD850,23.64,Yuan,23.64,Yuan,Credit Card,0
112659,804C79360,210091,81B878380,6646.24,Yuan,6646.24,Yuan,Cheque,0
23,800075570,23,800075570,163495.31,Yen,163495.31,Yen,Cheque,0
23,800075570,23,800075570,43038.63,Yen,43038.63,Yen,Credit Card,0
23,800075570,23,800075570,17982.07,Yen,17982.07,Yen,ACH,0
12,800077CE0,12,800077CE0,3189.5,Yen,3189.5,Yen,Cheque,0
12,800077CE0,12,800077CE0,6300.7,Yen,6300.7,Yen,Credit Card,0
13,8038C9E30,23,8038E6330,150419.83,Yen,150419.83,Yen,Cheque,0
13,8038C9E30,23,8038E6330,108.19,Yen,108.19,Yen,Credit Card,0
12,8039215E0,18,804007320,251731.62,Yen,251731.62,Yen,ACH,0
23,8036B7630,19856,8045AFC80,52167.4,Yen,52167.4,Yen,Cheque,0
23,8036B7630,19856,8045AFC80,224462.41,Yen,224462.41,Yen,Credit Card,0
19856,803C8B970,4,8045C7FD0,58475.71,Yen,58475.71,Yen,Cheque,0
19856,803C8B970,4,8045C7FD0,203132.11,Yen,203132.11,Yen,Credit Card,0
13,803705A40,12,8059FF5D0,4445.52,Yen,4445.52,Yen,Cheque,0
13,803705A40,12,8059FF5D0,7799.47,Yen,7799.47,Yen,Credit Card,0
13,8059A6DB0,23,805A057D0,944062.32,Yen,944062.32,Yen,Cheque,0
13,8059A6DB0,23,805A057D0,562027.74,Yen,562027.74,Yen,Credit Card,0
13,8059A6DB0,29572,805A14C90,132789.5,Yen,132789.5,Yen,Cheque,0
13,8059A6DB0,29572,805A14C90,544651.77,Yen,544651.77,Yen,Credit Card,0
13,8059A6DB0,29572,805A14C90,106830.93,Yen,106830.93,Yen,ACH,0
19856,8059C0DF0,12,805A1D450,20349.03,Yen,20349.03,Yen,Cheque,0
19856,8059C0DF0,12,805A1D450,30963.33,Yen,30963.33,Yen,Credit Card,0
4,8038CEC80,11832,805A886B0,29474.33,Yen,29474.33,Yen,Cheque,0
4,8038CEC80,11832,805A886B0,26384.38,Yen,26384.38,Yen,ACH,0
13,80401E650,12,805B5F640,113457.92,Yen,113457.92,Yen,Cheque,0
4,8038C08C0,19836,805BCAC60,66467.04,Yen,66467.04,Yen,Cheque,0
4,8038C08C0,19836,805BCAC60,382.59,Yen,382.59,Yen,ACH,0
19836,8045903A0,215278,805BED9A0,150079.29,Yen,150079.29,Yen,Cheque,0
19836,8045903A0,215278,805BED9A0,26522.44,Yen,26522.44,Yen,Credit Card,0
19836,8045903A0,215278,805BED9A0,6241.43,Yen,6241.43,Yen,ACH,0
19836,8045903A0,215278,805BED9A0,14705.47,Yen,14705.47,Yen,Wire,0
19856,805BC3ED0,13,805C01A90,496476989.89,Yen,496476989.89,Yen,Cheque,0
19856,805BC3ED0,13,805C01A90,2272396.67,Yen,2272396.67,Yen,Credit Card,0
19856,805BC3ED0,13,805C01A90,82218394.89,Yen,82218394.89,Yen,Cash,0
19856,805BC3ED0,13,805C01A90,122783904.57,Yen,122783904.57,Yen,Wire,0
70,10042B738,215278,805C76110,21219.39,Yen,21219.39,Yen,Cheque,0
70,10042B738,215278,805C76110,39066.96,Yen,39066.96,Yen,Cash,0
29572,8045B97D0,19856,805C7C200,43859.89,Yen,43859.89,Yen,Cheque,0
29572,8045B97D0,19856,805C7C200,174885.73,Yen,174885.73,Yen,Cash,0
29572,8045B97D0,19856,805C7C200,70011.38,Yen,70011.38,Yen,Wire,0
12,8062134E0,19836,8062149A0,264673.12,Yen,264673.12,Yen,ACH,0
29572,806213580,19836,8062149A0,370026.05,Yen,370026.05,Yen,ACH,0
70,10042B738,19836,8063A97D0,130785.2,Yen,130785.2,Yen,Cheque,0
70,10042B738,19836,8063A97D0,189789.66,Yen,189789.66,Yen,Credit Card,0
23,804025AF0,15726,8063AC170,10802.4,Yen,10802.4,Yen,Cheque,0
23,804025AF0,15726,8063AC170,2976.78,Yen,2976.78,Yen,Credit Card,0
23,804025AF0,15726,8063AC170,2842.87,Yen,2842.87,Yen,Cash,0
19836,8059AA050,15740,8063B32F0,43496.01,Yen,43496.01,Yen,Cheque,0
17096,8064CD070,217087,8064EC710,71337.51,Yen,71337.51,Yen,Cheque,0
17096,8064CD070,217087,8064EC710,65504.36,Yen,65504.36,Yen,Credit Card,0
17096,8064CD070,217087,8064EC710,119999.26,Yen,119999.26,Yen,ACH,0
12,804009080,23,8065FADE0,145435703.28,Yen,145435703.28,Yen,Cheque,0
12,804009080,23,8065FADE0,1684225.74,Yen,1684225.74,Yen,Credit Card,0
12,804009080,23,8065FADE0,235721606.43,Yen,235721606.43,Yen,Cash,0
70,10042B738,23,806629DD0,1261035.67,Yen,1261035.67,Yen,Cheque,0
70,10042B738,23,806629DD0,26986.54,Yen,26986.54,Yen,Cash,0
29640,80626E640,117284,806727960,2373.44,Yen,2373.44,Yen,Cheque,0
29640,80626E640,117284,806727960,431.63,Yen,431.63,Yen,Credit Card,0
12,8039215E0,215557,8067A8BF0,22814.72,Yen,22814.72,Yen,Cheque,0
12,8039215E0,215557,8067A8BF0,4825.05,Yen,4825.05,Yen,Cash,0
70,10042B738,215478,8067CF180,11278303.78,Yen,11278303.78,Yen,Cheque,0
70,10042B738,215478,8067CF180,2014725.59,Yen,2014725.59,Yen,Credit Card,0
70,10042B738,215478,8067CF180,12364829.02,Yen,12364829.02,Yen,Cash,0
15726,806226B80,215620,8067E7CB0,13601.82,Yen,13601.82,Yen,Cheque,0
15726,806226B80,215620,8067E7CB0,32071.49,Yen,32071.49,Yen,Credit Card,0
4,8067E5110,116914,80680F7E0,19203.65,Yen,19203.65,Yen,Cheque,0
4,8067E5110,116914,80680F7E0,14159.07,Yen,14159.07,Yen,Credit Card,0
11832,805A0AE50,215557,806603CB0,75729.87,Yen,75729.87,Yen,Cheque,0
11832,805A0AE50,215557,806603CB0,400978.43,Yen,400978.43,Yen,Cash,0
18,805A0F540,217087,8068A0420,22373.9,Yen,22373.9,Yen,Cheque,0
18,805A0F540,217087,8068A0420,21717.86,Yen,21717.86,Yen,Credit Card,0
17180,8064EFF30,17096,80693F570,44498.0,Yen,44498.0,Yen,Cheque,0
17180,8064EFF30,17096,80693F570,2273.1,Yen,2273.1,Yen,Credit Card,0
29572,803921970,17180,806985C10,270685.79,Yen,270685.79,Yen,Credit Card,0
15726,806272370,29572,806A2A8C0,136560.73,Yen,136560.73,Yen,Cheque,0
15726,806272370,29572,806A2A8C0,143073.54,Yen,143073.54,Yen,Credit Card,0
116914,8063EBD80,118066,806A344D0,66819.9,Yen,66819.9,Yen,Cheque,0
116914,8063EBD80,118066,806A344D0,122704.93,Yen,122704.93,Yen,Cash,0
116914,8063EBD80,118066,806A344D0,37288.18,Yen,37288.18,Yen,ACH,0
29640,804575D00,29572,8066016C0,287254.27,Yen,287254.27,Yen,Cheque,0
29640,804575D00,29572,8066016C0,124131.53,Yen,124131.53,Yen,Cash,0
29640,804575D00,29572,8066016C0,38325.06,Yen,38325.06,Yen,ACH,0
29640,804575D00,29572,8066016C0,20966.43,Yen,20966.43,Yen,Wire,0
70,10042B738,217087,806A6A820,64772.39,Yen,64772.39,Yen,Cheque,0
70,10042B738,217087,806A6A820,83849.57,Yen,83849.57,Yen,Credit Card,0
23,803D7BED0,117946,806A6EB40,6263.44,Yen,6263.44,Yen,Cheque,0
23,803D7BED0,117946,806A6EB40,2909.48,Yen,2909.48,Yen,Credit Card,0
15726,8064DED30,118066,806A78230,8690.68,Yen,8690.68,Yen,Cheque,0
15726,8064DED30,118066,806A78230,22234.1,Yen,22234.1,Yen,Credit Card,0
116914,80694AC10,117946,806BA23C0,9578013.04,Yen,9578013.04,Yen,Cheque,0
116914,80694AC10,117946,806BA23C0,1686053.59,Yen,1686053.59,Yen,Credit Card,0
116914,80694AC10,117946,806BA23C0,607472.32,Yen,607472.32,Yen,Wire,0
19836,8059C6A10,215278,806F2F7F0,104501.99,Yen,104501.99,Yen,Cheque,0
19836,8059C6A10,215278,806F2F7F0,346942.37,Yen,346942.37,Yen,Credit Card,0
19836,8059C6A10,215278,806F2F7F0,120539.97,Yen,120539.97,Yen,Cash,0
215557,8065F2190,15726,8078B2810,301574.51,Yen,301574.51,Yen,Cheque,0
215557,8065F2190,15726,8078B2810,77798.88,Yen,77798.88,Yen,Credit Card,0
70,10042B738,117284,8079148D0,74953.62,Yen,74953.62,Yen,Cheque,0
70,10042B738,117284,8079148D0,40616.08,Yen,40616.08,Yen,Cash,0
19856,804460590,18935,80793D0E0,14985.67,Yen,14985.67,Yen,Cheque,0
19856,804460590,18935,80793D0E0,23710.84,Yen,23710.84,Yen,Credit Card,0
116914,8065F94A0,19856,8079524F0,287433.22,Yen,287433.22,Yen,Cheque,0
116914,8065F94A0,19856,8079524F0,101373.32,Yen,101373.32,Yen,Credit Card,0
70,10042B738,17096,807A28DD0,871550.98,Yen,871550.98,Yen,Cheque,0
70,10042B738,117284,807E65180,353918.45,Yen,353918.45,Yen,Cheque,0
70,10042B738,117284,807E65180,67817.45,Yen,67817.45,Yen,Credit Card,0
4,80639C2C0,4,807E784D0,271687.15,Yen,271687.15,Yen,Cheque,0
4,80639C2C0,4,807E784D0,151488.86,Yen,151488.86,Yen,Cash,0
29640,8067B2960,17579,806BA40F0,419497.1,Yen,419497.1,Yen,Cheque,0
29640,8067B2960,17579,806BA40F0,119764.1,Yen,119764.1,Yen,Credit Card,0
23,80793A350,29572,807E817B0,3453894.55,Yen,3453894.55,Yen,Cheque,0
23,80793A350,29572,807E817B0,320952.54,Yen,320952.54,Yen,Credit Card,0
23,80793A350,29572,807E817B0,412162.36,Yen,412162.36,Yen,ACH,0
15726,807E618E0,21334,807EDEB30,1760.55,Yen,1760.55,Yen,Cheque,0
15726,807E618E0,21334,807EDEB30,5192.58,Yen,5192.58,Yen,Credit Card,0
13,804597DB0,118088,807FEA830,2188.95,Yen,2188.95,Yen,Cheque,0
13,804597DB0,118088,807FEA830,11546.64,Yen,11546.64,Yen,Credit Card,0
4,80007E130,115648,8080278D0,268330.71,Yen,268330.71,Yen,Cheque,0
4,80007E130,115648,8080278D0,75310.92,Yen,75310.92,Yen,Credit Card,0
116914,806652BC0,11832,80803B7E0,25286.72,Yen,25286.72,Yen,Cheque,0
116914,806652BC0,11832,80803B7E0,17674.07,Yen,17674.07,Yen,Cash,0
116914,806652BC0,11832,80803B7E0,6945.35,Yen,6945.35,Yen,ACH,0
13,8052325A0,19856,80806BE40,55578934.19,Yen,55578934.19,Yen,Cheque,0
13,8052325A0,19856,80806BE40,29558297.39,Yen,29558297.39,Yen,ACH,0
70,10042B738,19856,80808E3A0,140908.87,Yen,140908.87,Yen,Cheque,0
70,10042B738,19856,80808E3A0,178490.66,Yen,178490.66,Yen,Credit Card,0
11832,8059CCFB0,221585,8081036E0,243731.06,Yen,243731.06,Yen,Cheque,0
11832,8059CCFB0,221585,8081036E0,63841.69,Yen,63841.69,Yen,Credit Card,0
215557,805C7C910,15726,80811BB20,395267.23,Yen,395267.23,Yen,Cheque,0
215557,805C7C910,15726,80811BB20,81601.07,Yen,81601.07,Yen,Credit Card,0
215278,805C75F20,19836,808137810,50018.21,Yen,50018.21,Yen,Cheque,0
23,80668B960,217662,80813F1D0,199184.06,Yen,199184.06,Yen,Cheque,0
215557,806F9B5D0,221493,8081BCD30,1923276.54,Yen,1923276.54,Yen,Credit Card,0
215557,806F9B5D0,221493,8081BCD30,9702891.48,Yen,9702891.48,Yen,Cash,0
17096,8083794D0,11832,808379AC0,286268.74,Yen,286268.74,Yen,ACH,0
19856,805BF5720,17891,808395C20,26693.25,Yen,26693.25,Yen,Cheque,0
19856,805BF5720,17891,808395C20,4008.76,Yen,4008.76,Yen,Credit Card,0
19836,806221710,18283,8083B2B00,813764.73,Yen,813764.73,Yen,Cheque,0
19836,806221710,18283,8083B2B00,159413.42,Yen,159413.42,Yen,Credit Card,0
19836,806221710,18283,8083B2B00,25067.96,Yen,25067.96,Yen,Cash,0
18256,807F345E0,29572,8083B3CE0,70504.3,Yen,70504.3,Yen,Cheque,0
18256,807F345E0,29572,8083B3CE0,52301.41,Yen,52301.41,Yen,Credit Card,0
217087,80660E810,15726,8086824B0,233891.74,Yen,233891.74,Yen,Cheque,0
217087,80660E810,15726,8086824B0,215806.26,Yen,215806.26,Yen,Credit Card,0
4,8045AE440,117284,8086AB2A0,3422779.7,Yen,3422779.7,Yen,Cheque,0
4,8045AE440,117284,8086AB2A0,1535937.0,Yen,1535937.0,Yen,Cash,0
21461,80867F980,13,8086C55F0,32748.24,Yen,32748.24,Yen,Cheque,0
21461,80867F980,13,8086C55F0,7544.1,Yen,7544.1,Yen,Credit Card,0
70,10042B738,23,80878CDB0,15240120.18,Yen,15240120.18,Yen,Cheque,0
4,80865F010,17180,80C7FA870,41206.2,Yen,41206.2,Yen,Cheque,0
4,80865F010,17180,80C7FA870,166416.95,Yen,166416.95,Yen,Credit Card,0
70,10042B738,117946,81260E070,206317.31,Yen,206317.31,Yen,Cheque,0
70,10042B738,117946,81260E070,111726.09,Yen,111726.09,Yen,Credit Card,0
70,10042B738,118213,8129202A0,9374.11,Yen,9374.11,Yen,Cheque,0
70,10042B738,118213,8129202A0,10604.34,Yen,10604.34,Yen,Credit Card,0
19856,806797100,17891,815759F80,106230.18,Yen,106230.18,Yen,Cheque,0
19856,806797100,17891,815759F80,13145.02,Yen,13145.02,Yen,Cash,0
19856,806797100,17891,815759F80,6512.5,Yen,6512.5,Yen,ACH,0
29640,803BC4F80,12,81C023CD0,253134.12,Yen,253134.12,Yen,Cheque,0
29640,803BC4F80,12,81C023CD0,269219.42,Yen,269219.42,Yen,Credit Card,0
29640,803BC4F80,12,81C023CD0,327018.39,Yen,327018.39,Yen,Cash,0
29640,803BC4F80,12,81C023CD0,394058.88,Yen,394058.88,Yen,ACH,0
29640,803BC4F80,12,81C023CD0,494523.11,Yen,494523.11,Yen,Wire,0
5,80006D610,5,80006D610,160298.32,Rupee,160298.32,Rupee,Cheque,0
5,80006D610,5,80006D610,115134.31,Rupee,115134.31,Rupee,Credit Card,0
14,80723DA20,26,80730F210,232429.77,Rupee,232429.77,Rupee,Cheque,0
14,80723DA20,26,80730F210,384209.18,Rupee,384209.18,Rupee,Credit Card,0
5,8072A73D0,2,8073140B0,279511.49,Rupee,279511.49,Rupee,Cheque,0
25,8089DD9F0,5,808AB64D0,6722163.03,Rupee,6722163.03,Rupee,Cheque,0
25,8089DD9F0,5,808AB64D0,957031.88,Rupee,957031.88,Rupee,Credit Card,0
25,8089DD9F0,5,808AB64D0,9382969.7,Rupee,9382969.7,Rupee,Cash,0
15783,808859D00,15783,808859D00,11795745.29,Rupee,160608.7,US Dollar,ACH,0
15783,808859D00,2,808AE7A00,11795745.29,Rupee,11795745.29,Rupee,Cheque,0
15783,808859D00,15783,808859D00,17593611.74,Rupee,239551.38,US Dollar,ACH,0
15783,808859D00,2,808AE7A00,17593611.74,Rupee,17593611.74,Rupee,Credit Card,0
23033,808AD87E0,23486,808B09580,413.61,Rupee,413.61,Rupee,Cheque,0
23033,808AD87E0,23486,808B09580,2460.84,Rupee,2460.84,Rupee,Cash,0
14,8089B96B0,2,808B35470,179429.37,Rupee,179429.37,Rupee,Cheque,0
14,8089B96B0,2,808B35470,162517.8,Rupee,162517.8,Rupee,Credit Card,0
123260,808A8B0F0,23539,808B491C0,32646.45,Rupee,32646.45,Rupee,Cheque,0
123260,808A8B0F0,23539,808B491C0,82987.8,Rupee,82987.8,Rupee,Cash,0
23494,808AEEAD0,123568,808A7BE20,24517.28,Rupee,24517.28,Rupee,Cheque,0
5,8087E5020,2,808B8FCC0,1444878.58,Rupee,1444878.58,Rupee,Cheque,0
23642,808C43AC0,23494,808C4C740,29047.74,Rupee,29047.74,Rupee,Cheque,0
14,808B03AB0,119699,808C6EE70,24285.23,Rupee,24285.23,Rupee,Cheque,0
14,808B03AB0,119699,808C6EE70,25383.89,Rupee,25383.89,Rupee,Credit Card,0
23494,808B70F30,5,808CDD4F0,37260.29,Rupee,37260.29,Rupee,Cheque,0
23494,808B70F30,5,808CDD4F0,28077.25,Rupee,28077.25,Rupee,Credit Card,0
72,808C2E4B0,14,808E517D0,43042.91,Rupee,43042.91,Rupee,Cheque,0
72,808C2E4B0,14,808E517D0,145712.85,Rupee,145712.85,Rupee,Credit Card,0
123824,808E11C70,123800,808E7AC10,394184.61,Rupee,394184.61,Rupee,Cheque,0
123824,808E11C70,123800,808E7AC10,439278.94,Rupee,439278.94,Rupee,Cash,0
123824,808E11C70,123800,808E7AC10,245768.03,Rupee,245768.03,Rupee,Wire,0
119699,8087D1970,5,808EA4BF0,8288.16,Rupee,8288.16,Rupee,Cheque,0
119699,8087D1970,5,808EA4BF0,5886.11,Rupee,5886.11,Rupee,Credit Card,0
119699,8087D1970,5,808EA4BF0,8558.31,Rupee,8558.31,Rupee,ACH,0
70,10042B780,124304,808ECFA00,6081.66,Rupee,6081.66,Rupee,Credit Card,0
70,10042B780,124304,808ECFA00,15529.19,Rupee,15529.19,Rupee,Cash,0
212518,805D9ADB0,212518,805D9ADB0,462722.97,Rupee,6300.35,US Dollar,ACH,0
212518,805D9ADB0,23809,808EE8700,462722.97,Rupee,462722.97,Rupee,Cheque,0
212518,805D9ADB0,212518,805D9ADB0,955598.75,Rupee,13011.26,US Dollar,ACH,0
212518,805D9ADB0,23809,808EE8700,955598.75,Rupee,955598.75,Rupee,Credit Card,0
26,8089C7F00,23033,808F52E10,180452.32,Rupee,180452.32,Rupee,Cheque,0
26,8089C7F00,23033,808F52E10,133816.56,Rupee,133816.56,Rupee,Credit Card,0
70,10042B780,72,808F9AB90,20026091.95,Rupee,20026091.95,Rupee,Cheque,0
70,10042B780,72,808F9AB90,2103433.74,Rupee,2103433.74,Rupee,Credit Card,0
70,10042B780,72,808F9AB90,51554029.17,Rupee,51554029.17,Rupee,Cash,0
123824,808EA3F20,19414,808FB8FE0,188880.17,Rupee,188880.17,Rupee,Cheque,0
123824,808EA3F20,19414,808FB8FE0,22402.22,Rupee,22402.22,Rupee,Cash,0
123824,808EA3F20,19414,808FB8FE0,6778.84,Rupee,6778.84,Rupee,ACH,0
70,10042B780,124304,80914E220,1711153.61,Rupee,1711153.61,Rupee,Cheque,0
70,10042B780,124304,80914E220,1516922.3,Rupee,1516922.3,Rupee,Credit Card,0
70,10042B780,124304,80914E220,1879051.64,Rupee,1879051.64,Rupee,Cash,0
2,808B0E0F0,224371,8091564A0,103355.19,Rupee,103355.19,Rupee,Cheque,0
2,808B0E0F0,224371,8091564A0,131988.34,Rupee,131988.34,Rupee,Credit Card,0
124476,808F1A410,2,809161EA0,694725.38,Rupee,694725.38,Rupee,Cheque,0
124476,808F1A410,2,809161EA0,104498.81,Rupee,104498.81,Rupee,ACH,0
72,8087E1580,5,80915DCF0,1825428.48,Rupee,1825428.48,Rupee,Cheque,0
72,808B66C10,123800,8091BF630,1865.53,Rupee,1865.53,Rupee,Cheque,0
123651,808AD2A40,124304,80925DF30,591636.27,Rupee,591636.27,Rupee,Cheque,0
123651,808AD2A40,124304,80925DF30,93119.65,Rupee,93119.65,Rupee,Credit Card,0
23494,808F9F740,124304,8092A5AF0,343113.03,Rupee,343113.03,Rupee,Cheque,0
23494,808F9F740,124304,8092A5AF0,593652.1,Rupee,593652.1,Rupee,Credit Card,0
124359,809174D50,224699,8092BFE60,20776.51,Rupee,20776.51,Rupee,Cheque,0
124359,809174D50,224699,8092BFE60,6405.3,Rupee,6405.3,Rupee,Credit Card,0
123824,808FDAE10,23809,809407D20,242652.49,Rupee,242652.49,Rupee,Cheque,0
123824,808FDAE10,23809,809407D20,90720.41,Rupee,90720.41,Rupee,Cash,0
123824,808FDAE10,23809,809407D20,30184.08,Rupee,30184.08,Rupee,ACH,0
70,10042B780,224371,809413180,42430.12,Rupee,42430.12,Rupee,Credit Card,0
70,10042B780,224371,809413180,49175.07,Rupee,49175.07,Rupee,Cash,0
72,808C4E7C0,26,8094FE380,464713.06,Rupee,464713.06,Rupee,Cheque,0
70,10042B780,19414,80951E070,183764.75,Rupee,183764.75,Rupee,Cheque,0
70,10042B780,19414,80951E070,91134.61,Rupee,91134.61,Rupee,Credit Card,0
19414,8073BEC10,123957,80965E560,136619.45,Rupee,136619.45,Rupee,Cheque,0
2,808E7E220,224943,80968DA10,75884.79,Rupee,75884.79,Rupee,Cheque,0
2,808E7E220,224943,80968DA10,2850.87,Rupee,2850.87,Rupee,Credit Card,0
124304,80951EA50,225095,8097338E0,86767.0,Rupee,86767.0,Rupee,Cheque,0
124304,80951EA50,225095,8097338E0,59066.77,Rupee,59066.77,Rupee,Credit Card,0
23539,808CCFF60,23809,80973FCE0,1924449.06,Rupee,1924449.06,Rupee,Cheque,0
23539,808CCFF60,23809,80973FCE0,1607280.07,Rupee,1607280.07,Rupee,ACH,0
70,10042B780,23486,809757D20,142759.18,Rupee,142759.18,Rupee,Cheque,0
70,10042B780,23486,809757D20,27548.65,Rupee,27548.65,Rupee,Credit Card,0
123957,80906E020,123957,8097CD540,15863.93,Rupee,15863.93,Rupee,Cheque,0
123957,80906E020,123957,8097CD540,119438.21,Rupee,119438.21,Rupee,Cash,0
224237,809077810,5,80980E1A0,315229.48,Rupee,315229.48,Rupee,Cheque,0
26,80724EFC0,23544,809810410,39189.62,Rupee,39189.62,Rupee,Cheque,0
26,80724EFC0,23544,809810410,19121.06,Rupee,19121.06,Rupee,Credit Card,0
124503,8094BEE70,24202,809845FF0,120398.28,Rupee,120398.28,Rupee,Cheque,0
124503,8094BEE70,24202,809845FF0,67883.23,Rupee,67883.23,Rupee,Credit Card,0
24816,80974FB60,2,8098538A0,5451.79,Rupee,5451.79,Rupee,Cheque,0
24816,80974FB60,2,8098538A0,3243.39,Rupee,3243.39,Rupee,Credit Card,0
26,808E91160,23642,8098AA470,66264.26,Rupee,66264.26,Rupee,Cheque,0
2,808F3D940,25520,8098F05B0,95718.96,Rupee,95718.96,Rupee,Cheque,0
2,808F3D940,25520,8098F05B0,69545.68,Rupee,69545.68,Rupee,ACH,0
14,8072B6D90,25892,8098F2820,47085.26,Rupee,47085.26,Rupee,Cheque,0
14,8072B6D90,25892,8098F2820,21979.68,Rupee,21979.68,Rupee,Wire,0
70,10042B780,224237,8093CE3B0,18086.29,Rupee,18086.29,Rupee,Cheque,0
26,80724EFC0,225547,809923550,10264.54,Rupee,10264.54,Rupee,Cheque,0
26,80724EFC0,225547,809923550,8458.52,Rupee,8458.52,Rupee,Credit Card,0
223950,809068650,25520,809983ED0,14266608.15,Rupee,14266608.15,Rupee,Cheque,0
223950,809068650,25520,809983ED0,2188804.95,Rupee,2188804.95,Rupee,Credit Card,0
223950,809068650,25520,809983ED0,3191674.29,Rupee,3191674.29,Rupee,ACH,0
223950,809068650,25520,809983ED0,15867253.59,Rupee,15867253.59,Rupee,Wire,0
23494,8093CC610,225897,809A5A240,4795.31,Rupee,4795.31,Rupee,Cheque,0
23494,8093CC610,225897,809A5A240,8812.98,Rupee,8812.98,Rupee,Credit Card,0
25,809839D70,26203,809A5C900,107646.38,Rupee,107646.38,Rupee,Cheque,0
25,809839D70,26203,809A5C900,91175.65,Rupee,91175.65,Rupee,Credit Card,0
25,809839D70,26203,809A5C900,28028.99,Rupee,28028.99,Rupee,Cash,0
25,809839D70,26203,809A5C900,48158.74,Rupee,48158.74,Rupee,Wire,0
224574,8098140F0,24816,809A82E50,18374.14,Rupee,18374.14,Rupee,Cheque,0
224574,8098140F0,24816,809A82E50,138611.48,Rupee,138611.48,Rupee,Credit Card,0
23544,80993A690,124476,809AF4A50,15130.71,Rupee,15130.71,Rupee,Cheque,0
23544,80993A690,124476,809AF4A50,15973.79,Rupee,15973.79,Rupee,Credit Card,0
124592,8091B72A0,124359,809B04CC0,73272.86,Rupee,73272.86,Rupee,Cheque,0
124592,8091B72A0,124359,809B04CC0,60255.2,Rupee,60255.2,Rupee,Credit Card,0
14,808E517D0,26,809B47340,10698.95,Rupee,10698.95,Rupee,Cheque,0
14,808E517D0,26,809B47340,7492.42,Rupee,7492.42,Rupee,Credit Card,0
123260,808C89010,14,809B72D60,47221.52,Rupee,47221.52,Rupee,Cheque,0
123260,808C89010,14,809B72D60,200609.28,Rupee,200609.28,Rupee,Credit Card,0
23494,8093CC610,223950,809B74920,28429.88,Rupee,28429.88,Rupee,Cheque,0
23494,8093CC610,223950,809B74920,34887.87,Rupee,34887.87,Rupee,Credit Card,0
19414,808AD5A10,124304,809BA8700,88906.4,Rupee,88906.4,Rupee,Cheque,0
19414,808AD5A10,124304,809BA8700,255195.31,Rupee,255195.31,Rupee,Credit Card,0
2,808FA2D30,24677,809BD3000,1121576.15,Rupee,1121576.15,Rupee,Cheque,0
2,808FA2D30,24677,809BD3000,653056.39,Rupee,653056.39,Rupee,Credit Card,0
124359,808F32D40,23642,809BDAA80,3665.58,Rupee,3665.58,Rupee,Cheque,0
124359,808F32D40,23642,809BDAA80,2517.02,Rupee,2517.02,Rupee,Credit Card,0
224371,80924E200,23539,809C7D740,967596.29,Rupee,967596.29,Rupee,Cheque,0
223950,809B24720,26169,809CDEB20,29133.72,Rupee,29133.72,Rupee,Cheque,0
123260,808B6F310,225897,809CEBB00,4314.13,Rupee,4314.13,Rupee,Cheque,0
123260,808B6F310,225897,809CEBB00,6361.57,Rupee,6361.57,Rupee,Cash,0
29448,8043DAF40,29448,8043DAF40,1112805.01,Rupee,15151.75,US Dollar,ACH,0
29448,8043DAF40,223950,809D2FE90,1112805.01,Rupee,1112805.01,Rupee,Cheque,0
14,808AC4650,224574,809D40E90,423392.69,Rupee,423392.69,Rupee,Cheque,0
14,808AC4650,224574,809D40E90,440586.71,Rupee,440586.71,Rupee,Cash,0
223950,8094B60E0,124503,809EB32B0,246835.6,Rupee,246835.6,Rupee,Cheque,0
224371,809197110,223281,809EB8960,10576.2,Rupee,10576.2,Rupee,Credit Card,0
224371,809197110,223281,809EB8960,6085.47,Rupee,6085.47,Rupee,Wire,0
123651,8098F2D70,26300,809EDF520,783134.18,Rupee,783134.18,Rupee,Cheque,0
123651,8098F2D70,26300,809EDF520,330517.13,Rupee,330517.13,Rupee,Credit Card,0
123651,8098F2D70,26300,809EDF520,2564238.32,Rupee,2564238.32,Rupee,ACH,0
119732,808BF98B0,125103,809EE8430,15757.39,Rupee,15757.39,Rupee,Cheque,0
119732,808BF98B0,125103,809EE8430,4553.0,Rupee,4553.0,Rupee,Cash,0
14,809289220,223281,809F1C860,703390.47,Rupee,703390.47,Rupee,Cheque,0
14,809289220,223281,809F1C860,887411.41,Rupee,887411.41,Rupee,Credit Card,0
14,809289220,223281,809F1C860,3303901.39,Rupee,3303901.39,Rupee,ACH,0
124592,809159350,224574,809F4B770,10878.03,Rupee,10878.03,Rupee,Cheque,0
124592,809159350,224574,809F4B770,8827.38,Rupee,8827.38,Rupee,Credit Card,0
123651,808E65C40,224257,809F56560,24582.16,Rupee,24582.16,Rupee,Cheque,0
123651,808E65C40,224257,809F56560,21072.83,Rupee,21072.83,Rupee,Credit Card,0
2,8099E25D0,226875,809F59DF0,117477.88,Rupee,117477.88,Rupee,Cheque,0
2,8099E25D0,226875,809F59DF0,230897.44,Rupee,230897.44,Rupee,Credit Card,0
2,8099E25D0,226875,809F59DF0,38835.82,Rupee,38835.82,Rupee,ACH,0
224237,809219970,225412,809F5C4B0,47537.75,Rupee,47537.75,Rupee,Cheque,0
224237,809219970,225412,809F5C4B0,14291.09,Rupee,14291.09,Rupee,Credit Card,0
123957,809699E10,224237,809F734A0,10640.97,Rupee,10640.97,Rupee,Cheque,0
